모텔명,영암왕인문화축제,화순고인돌과함께하는국화향연,정남진장흥물축제,뱀부페스티벌,황룡강가을꽃축제,영광불갑산상사화축제,순천푸드앤아트페스티벌,곡성세계장미축제,대한민국국향대전,목포항구축제,국제남도음식문화큰잔치,황룡강(洪)길동무꽃길축제,함평나비대축제,해남미남축제,월출산국화축제,명량대첩축제,진도신비의바닷길축제,대한민국마한문화제,영광법성포단오제,무안연꽃축제,무안YD페스티벌,황토갯벌축제,섬겨울꽃축제,섬튤립축제,담양산타축제,청산도슬로걷기축제,진도개페스티벌,고흥유자석류축제,꽃무릇큰잔치,청정완도가을섬여행,고흥우주항공축제,곡성심청어린이대축제,마한축제,영암무화과축제,대한민국난명품대제전,녹동바다불꽃축제,섬수국축제,천년나주목읍성문화축제,곡성아이스크림페스티벌,백양단풍축제,땅끝매화축제,송호해변여름축제,구례자연드림뮤직페스티벌,회령포문화축제,진도문화예술제,용면추월산벚꽃축제,지리산남악제및군민의날행사,화엄음악제,오시아노뮤직페스티벌,구례동편소리축제,고서포도축제,장흥표고버섯축제,적벽문화축제,지리산피아골단풍축제,장평명품호두축제,축령산편백산소축제,백운산국사봉철쭉축제,유달산봄축제,여수영취산진달래체험행사,광양전어축제,광양K-POP슈퍼페스티벌,여수밤바다불꽃축제,여수거북선축제,거문도백도은빛바다체험행사,광양동백축제,여수동동북축제,완도장보고수산물축제,광양매화축제,영광찰보리문화축제,여수여자만갯벌노을체험행사,영산포홍어축제,여수향일암일출제,어울림음악회,광양전통숯불구이축제,구례300리벚꽃축제,무안겨울숭어축제,운주문화축제,보성다향대축제,서편제보성소리축제,율포해변불꽃축제,보성전어축제,벌교꼬막&문학축제,보성차밭빛축제,봄꽃과함께하는화순고인돌축제,화순캠핑뮤직페스티벌,화순고인돌별빛소나타,동구리호수공원봄축제,정남진장흥키조개축제,한여름밤의별빛달빛축제,강진청자축제,강진성전월출산봄소풍가는날,강진금곡사벚꽃삼십리길축제,전라병영성축제,마량미항찰전어축제,강진만춤추는갈대축제,달마고도힐링축제,땅끝해남어린이공룡대축제,땅끝해넘이해맞이축제,구례산수유꽃축제,백아산철쭉제
순천 순천만S호텔,106767.0,75849.0,72473.0,81029.0,101964.0,121765.0,4827.0,53904.0,113862.0,125473.0,34741.0,101655.0,114197.0,111534.0,97858.0,136044.0,157775.0,105283.0,137223.0,120748.0,118308.0,138138.0,143808.0,165429.0,80222.0,148355.0,148141.0,60438.0,118416.0,127273.0,82696.0,52676.0,105283.0,117134.0,112652.0,73245.0,176725.0,92720.0,54046.0,99804.0,119394.0,137932.0,45419.0,92555.0,148615.0,89682.0,82696.0,43617.0,141295.0,38347.0,77865.0,79445.0,59120.0,50364.0,63391.0,108384.0,23773.0,126908.0,28119.0,28382.0,21420.0,34103.0,34741.0,,16452.0,26779.0,128587.0,37403.0,128177.0,19199.0,95822.0,58008.0,111594.0,10419.0,34113.0,140736.0,82136.0,55713.0,51266.0,59607.0,59572.0,22454.0,55713.0,75849.0,75849.0,75849.0,67366.0,68177.0,80899.0,100121.0,95555.0,87770.0,82984.0,104885.0,87665.0,127889.0,123573.0,139657.0,53608.0,58710.0
"순천 순천만뉴빌리지펜션(감성숙소,순천만 차로3분)",104336.0,73418.0,70042.0,83999.0,104934.0,124735.0,6960.0,57816.0,116832.0,123117.0,36028.0,104625.0,117167.0,109103.0,95692.0,133613.0,155344.0,103207.0,140193.0,118317.0,115877.0,141108.0,141377.0,168399.0,83192.0,146279.0,145710.0,58007.0,121386.0,125197.0,80265.0,56658.0,103207.0,114703.0,115622.0,70814.0,174294.0,95690.0,57958.0,102774.0,116963.0,135501.0,49344.0,90479.0,146184.0,92652.0,80265.0,47195.0,138864.0,41989.0,80835.0,77369.0,62090.0,54160.0,61315.0,111354.0,26803.0,124477.0,29406.0,30950.0,23988.0,35390.0,36028.0,,20328.0,28066.0,126511.0,40433.0,131147.0,20005.0,98792.0,59295.0,114564.0,14245.0,37794.0,143706.0,79705.0,53637.0,49190.0,57531.0,57496.0,20378.0,53637.0,73418.0,73418.0,73418.0,70336.0,66101.0,83869.0,97690.0,93124.0,85339.0,80553.0,102809.0,85234.0,125458.0,121142.0,137226.0,58392.0,61680.0
순천 순천만어린왕자펜션,100255.0,72921.0,69545.0,84918.0,105853.0,125654.0,7879.0,58735.0,117751.0,122620.0,36947.0,105544.0,118086.0,108606.0,93217.0,133116.0,154847.0,101731.0,141112.0,117820.0,115380.0,142027.0,140880.0,169318.0,84111.0,144803.0,145213.0,57348.0,122305.0,123721.0,79606.0,57577.0,101731.0,114206.0,116541.0,70155.0,173797.0,96609.0,58877.0,103693.0,116466.0,135004.0,50263.0,89003.0,145687.0,93571.0,79606.0,48114.0,138367.0,42908.0,81754.0,75893.0,63009.0,55079.0,59839.0,112273.0,27722.0,123980.0,30325.0,31869.0,24907.0,36309.0,36947.0,,21247.0,28985.0,125035.0,41352.0,132066.0,20924.0,100337.0,60214.0,115483.0,15164.0,38713.0,144625.0,79208.0,52161.0,47714.0,56055.0,56020.0,18902.0,52161.0,72921.0,72921.0,72921.0,71255.0,64625.0,84788.0,97193.0,92627.0,84842.0,80056.0,101333.0,84737.0,124961.0,120645.0,136729.0,59311.0,62599.0
"순천 순천만들마루펜션(순천만국제정원도보1분,단체)",99706.0,72372.0,68996.0,85576.0,106511.0,126312.0,8537.0,59393.0,118853.0,121996.0,37605.0,106202.0,119188.0,108057.0,92668.0,132567.0,154298.0,101182.0,141770.0,117271.0,114831.0,143129.0,140331.0,170420.0,84769.0,144254.0,144664.0,56799.0,122963.0,123172.0,79057.0,58235.0,101182.0,113657.0,117643.0,69606.0,173248.0,97711.0,59535.0,104351.0,115917.0,134455.0,50921.0,88454.0,145138.0,94229.0,79057.0,48772.0,137818.0,43566.0,82412.0,75344.0,63667.0,55737.0,59290.0,112931.0,28380.0,123431.0,30983.0,32527.0,25565.0,36967.0,37605.0,,21905.0,29643.0,124486.0,42010.0,132724.0,21582.0,99788.0,60872.0,116141.0,15822.0,39371.0,145727.0,78659.0,51612.0,47165.0,55506.0,55471.0,18353.0,51612.0,72372.0,72372.0,72372.0,71913.0,64076.0,85446.0,96644.0,92078.0,84293.0,79507.0,100784.0,84188.0,124412.0,120096.0,136180.0,59969.0,63257.0
순천 샤인호텔,108959.0,74259.0,74665.0,78685.0,99620.0,119421.0,4192.0,50858.0,111518.0,127720.0,36482.0,99311.0,111853.0,113726.0,100109.0,138236.0,159967.0,104441.0,134879.0,122940.0,120500.0,135794.0,146000.0,163085.0,77878.0,150547.0,150333.0,62630.0,116072.0,129465.0,84888.0,49700.0,104441.0,119326.0,110308.0,75437.0,178917.0,90376.0,51000.0,97460.0,121586.0,140124.0,42443.0,94747.0,150807.0,87338.0,84888.0,40571.0,143487.0,35301.0,75521.0,81637.0,56776.0,47388.0,65583.0,106040.0,21431.0,129100.0,29860.0,26654.0,19825.0,35844.0,36482.0,,13671.0,28520.0,130779.0,35061.0,125833.0,21719.0,93478.0,59749.0,109250.0,7568.0,31067.0,138392.0,84328.0,57905.0,53458.0,61799.0,61764.0,24646.0,57905.0,74259.0,74259.0,74259.0,65022.0,70369.0,78555.0,102313.0,97747.0,89962.0,85176.0,107077.0,89857.0,130081.0,125765.0,141849.0,50562.0,56366.0
구례 지리산호수리조트펜션,129254.0,87712.0,112863.0,61530.0,84418.0,113385.0,43965.0,23575.0,111183.0,141914.0,75551.0,84109.0,111518.0,151924.0,122318.0,171702.0,193433.0,111672.0,122305.0,127060.0,134674.0,135085.0,152053.0,162376.0,58873.0,189962.0,183799.0,104073.0,110036.0,168880.0,126331.0,25021.0,111672.0,141566.0,109973.0,116880.0,192919.0,96441.0,23975.0,80601.0,159158.0,178322.0,3915.0,134162.0,184273.0,65677.0,126331.0,10681.0,169591.0,9941.0,60319.0,116271.0,64420.0,31851.0,104998.0,90838.0,57515.0,143274.0,68929.0,57004.0,54769.0,74913.0,75551.0,,43048.0,67242.0,170194.0,42006.0,119797.0,61847.0,100037.0,98818.0,94048.0,45200.0,14128.0,137683.0,98683.0,97320.0,90762.0,101214.0,101179.0,64588.0,97320.0,87712.0,87712.0,87712.0,78475.0,109784.0,60485.0,140511.0,127800.0,128160.0,123374.0,146492.0,128055.0,168279.0,163963.0,180047.0,9685.0,51344.0
순천 순천만숲펜션,104582.0,73664.0,70288.0,84245.0,105180.0,124981.0,7206.0,58062.0,117078.0,123363.0,36274.0,104871.0,117413.0,109349.0,95938.0,133859.0,155590.0,103453.0,140439.0,118563.0,116123.0,141354.0,141623.0,168645.0,83438.0,146525.0,145956.0,58253.0,121632.0,125443.0,80511.0,56904.0,103453.0,114949.0,115868.0,71060.0,174540.0,95936.0,58204.0,103020.0,117209.0,135747.0,49590.0,90725.0,146430.0,92898.0,80511.0,47441.0,139110.0,42235.0,81081.0,77615.0,62336.0,54406.0,61561.0,111600.0,27049.0,124723.0,29652.0,31196.0,24234.0,35636.0,36274.0,,20574.0,28312.0,126757.0,40679.0,131393.0,20251.0,99038.0,59541.0,114810.0,14491.0,38040.0,143952.0,79951.0,53883.0,49436.0,57777.0,57742.0,20624.0,53883.0,73664.0,73664.0,73664.0,70582.0,66347.0,84115.0,97936.0,93370.0,85585.0,80799.0,103055.0,85480.0,125704.0,121388.0,137472.0,58638.0,61926.0
구례 화수목펜션,138591.0,91566.0,111059.0,78984.0,101685.0,130652.0,38916.0,41466.0,128450.0,151990.0,70625.0,101376.0,128785.0,150120.0,131655.0,174630.0,196361.0,121748.0,139572.0,137136.0,144750.0,152352.0,169320.0,179643.0,76327.0,186941.0,186727.0,99024.0,127303.0,165859.0,121282.0,40308.0,121748.0,154509.0,127240.0,111831.0,202995.0,107683.0,41608.0,98055.0,157980.0,176518.0,22500.0,131141.0,187201.0,83131.0,121282.0,17457.0,179881.0,13913.0,77586.0,118031.0,74083.0,9470.0,101977.0,108105.0,35727.0,153350.0,57855.0,35324.0,42998.0,71281.0,70625.0,,35517.0,65788.0,167173.0,20326.0,137064.0,58987.0,110785.0,95130.0,111315.0,37669.0,15594.0,154950.0,102537.0,94299.0,89852.0,98193.0,98158.0,61040.0,94299.0,91566.0,91566.0,91566.0,82329.0,106763.0,77939.0,138707.0,134141.0,126356.0,121570.0,143471.0,126251.0,166475.0,162159.0,178243.0,30619.0,68611.0
순천 순천만스파빌펜션,104218.0,73300.0,69924.0,83881.0,104816.0,124617.0,6842.0,57698.0,116714.0,122999.0,35910.0,104507.0,117049.0,108985.0,95574.0,133495.0,155226.0,103089.0,140075.0,118199.0,115759.0,140990.0,141259.0,168281.0,83074.0,146161.0,145592.0,57889.0,121268.0,125079.0,80147.0,56540.0,103089.0,114585.0,115504.0,70696.0,174176.0,95572.0,57840.0,102656.0,116845.0,135383.0,49226.0,90361.0,146066.0,92534.0,80147.0,47077.0,138746.0,41871.0,80717.0,77251.0,61972.0,54042.0,61197.0,111236.0,26685.0,124359.0,29288.0,30832.0,23870.0,35272.0,35910.0,,20210.0,27948.0,126393.0,40315.0,131029.0,19887.0,98674.0,59177.0,114446.0,14127.0,37676.0,143588.0,79587.0,53519.0,49072.0,57413.0,57378.0,20260.0,53519.0,73300.0,73300.0,73300.0,70218.0,65983.0,83751.0,97572.0,93006.0,85221.0,80435.0,102691.0,85116.0,125340.0,121024.0,137108.0,58274.0,61562.0
순천 더베이호텔앤풀빌라,103846.0,72928.0,69552.0,83220.0,104155.0,123956.0,6181.0,57037.0,116053.0,122552.0,35249.0,103846.0,116388.0,108613.0,95202.0,133123.0,154854.0,102362.0,139414.0,117827.0,115387.0,140329.0,140887.0,167620.0,82413.0,145434.0,145220.0,57517.0,120607.0,124352.0,79775.0,55879.0,102362.0,114213.0,114843.0,70324.0,173804.0,94911.0,57179.0,101995.0,116473.0,135011.0,48565.0,89634.0,145694.0,91873.0,79775.0,46416.0,138374.0,41210.0,80056.0,76524.0,61311.0,53381.0,60470.0,110575.0,26024.0,123987.0,28627.0,30171.0,23209.0,34611.0,35249.0,,19549.0,27287.0,125666.0,39654.0,130368.0,19226.0,98013.0,58516.0,113785.0,13466.0,37015.0,142927.0,79215.0,52792.0,48345.0,56686.0,56651.0,19533.0,52792.0,72928.0,72928.0,72928.0,69557.0,65256.0,83090.0,97200.0,92634.0,84849.0,80063.0,101964.0,84744.0,124968.0,120652.0,136736.0,57613.0,60901.0
순천 여행스케치펜션,99942.0,72608.0,69232.0,85423.0,106358.0,126159.0,8384.0,59240.0,119089.0,122232.0,37452.0,106049.0,119424.0,108293.0,92904.0,132803.0,154534.0,101418.0,141617.0,117507.0,115067.0,143365.0,140567.0,170656.0,84616.0,144490.0,144900.0,57035.0,122810.0,123408.0,79293.0,58082.0,101418.0,113893.0,117879.0,69842.0,173484.0,97947.0,59382.0,104198.0,116153.0,134691.0,50768.0,88690.0,145374.0,94076.0,79293.0,48619.0,138054.0,43413.0,82259.0,75580.0,63514.0,55584.0,59526.0,112778.0,28227.0,123667.0,30830.0,32374.0,25412.0,36814.0,37452.0,,21752.0,29490.0,124722.0,41857.0,132571.0,21429.0,100024.0,60719.0,115988.0,15669.0,39218.0,145963.0,78895.0,51848.0,47401.0,55742.0,55707.0,18589.0,51848.0,72608.0,72608.0,72608.0,71760.0,64312.0,85293.0,96880.0,92314.0,84529.0,79743.0,101020.0,84424.0,124648.0,120332.0,136416.0,59816.0,63104.0
순천 더소풍펜션,91397.0,64063.0,60687.0,91535.0,99868.0,118285.0,19944.0,70800.0,110544.0,113687.0,47928.0,99559.0,110879.0,99748.0,84359.0,124258.0,145989.0,92873.0,133743.0,108962.0,106522.0,134820.0,132022.0,162111.0,90681.0,135945.0,136355.0,48490.0,114936.0,114863.0,70748.0,69642.0,92873.0,105348.0,109334.0,61297.0,164939.0,89402.0,70942.0,110263.0,107608.0,126146.0,62328.0,80145.0,136829.0,100438.0,70748.0,60179.0,129509.0,54973.0,83179.0,67035.0,66523.0,67144.0,50981.0,109726.0,40862.0,115122.0,41306.0,45009.0,38047.0,47290.0,47928.0,,34387.0,39966.0,116177.0,54492.0,124697.0,33165.0,91479.0,71195.0,105308.0,28304.0,50778.0,137418.0,70350.0,43303.0,38856.0,47197.0,47162.0,10044.0,43303.0,64063.0,64063.0,64063.0,65236.0,55767.0,91358.0,88335.0,83769.0,75984.0,71198.0,92475.0,75879.0,116103.0,111787.0,127871.0,71376.0,68086.0
순천 라온하우스애견펜션,113278.0,74544.0,78984.0,78970.0,99905.0,119706.0,7838.0,51143.0,111803.0,132059.0,38282.0,99596.0,112138.0,118045.0,104363.0,142555.0,164286.0,104726.0,135164.0,120114.0,124819.0,136079.0,150319.0,163370.0,78163.0,154866.0,154652.0,66949.0,116357.0,133784.0,89207.0,49985.0,104726.0,123645.0,110593.0,79756.0,183236.0,90661.0,51285.0,97745.0,125905.0,144443.0,42728.0,99066.0,155126.0,87623.0,89207.0,40856.0,147806.0,35586.0,75806.0,85956.0,57061.0,47673.0,69902.0,106325.0,20746.0,133419.0,31660.0,25969.0,19140.0,37644.0,38282.0,,11751.0,29973.0,135098.0,34376.0,126118.0,24119.0,93763.0,61549.0,109535.0,5656.0,31352.0,138677.0,85515.0,62224.0,57777.0,66118.0,66083.0,28965.0,62224.0,74544.0,74544.0,74544.0,65307.0,74688.0,78840.0,106632.0,102066.0,94281.0,89495.0,111396.0,94176.0,134400.0,130084.0,146168.0,50847.0,56651.0
순천 힐링펜션,100418.0,73084.0,69708.0,84893.0,105828.0,125629.0,7854.0,58710.0,117726.0,122708.0,36922.0,105519.0,118061.0,108769.0,93380.0,133279.0,155010.0,101894.0,141087.0,117983.0,115543.0,142002.0,141043.0,169293.0,84086.0,144966.0,145376.0,57511.0,122280.0,123884.0,79769.0,57552.0,101894.0,114369.0,116516.0,70318.0,173960.0,96584.0,58852.0,103668.0,116629.0,135167.0,50238.0,89166.0,145850.0,93546.0,79769.0,48089.0,138530.0,42883.0,81729.0,76056.0,62984.0,55054.0,60002.0,112248.0,27697.0,124143.0,30300.0,31844.0,24882.0,36284.0,36922.0,,21222.0,28960.0,125198.0,41327.0,132041.0,20899.0,100500.0,60189.0,115458.0,15139.0,38688.0,144600.0,79371.0,52324.0,47877.0,56218.0,56183.0,19065.0,52324.0,73084.0,73084.0,73084.0,71230.0,64788.0,84763.0,97356.0,92790.0,85005.0,80219.0,101496.0,84900.0,125124.0,120808.0,136892.0,59286.0,62574.0
순천 순천만여행펜션,100353.0,73019.0,69643.0,84856.0,105791.0,125592.0,7817.0,58673.0,117689.0,122643.0,36885.0,105482.0,118024.0,108704.0,93315.0,133214.0,154945.0,101829.0,141050.0,117918.0,115478.0,141965.0,140978.0,169256.0,84049.0,144901.0,145311.0,57446.0,122243.0,123819.0,79704.0,57515.0,101829.0,114304.0,116479.0,70253.0,173895.0,96547.0,58815.0,103631.0,116564.0,135102.0,50201.0,89101.0,145785.0,93509.0,79704.0,48052.0,138465.0,42846.0,81692.0,75991.0,62947.0,55017.0,59937.0,112211.0,27660.0,124078.0,30263.0,31807.0,24845.0,36247.0,36885.0,,21185.0,28923.0,125133.0,41290.0,132004.0,20862.0,100435.0,60152.0,115421.0,15102.0,38651.0,144563.0,79306.0,52259.0,47812.0,56153.0,56118.0,19000.0,52259.0,73019.0,73019.0,73019.0,71193.0,64723.0,84726.0,97291.0,92725.0,84940.0,80154.0,101431.0,84835.0,125059.0,120743.0,136827.0,59249.0,62537.0
순천 천지글램핑펜션,107994.0,73499.0,73700.0,85917.0,104874.0,123291.0,11113.0,61969.0,115528.0,126700.0,42002.0,104565.0,115863.0,112761.0,96939.0,137271.0,159002.0,105453.0,138749.0,121975.0,119535.0,139804.0,145035.0,167095.0,85110.0,148525.0,149368.0,61665.0,119942.0,127443.0,83923.0,60811.0,105453.0,118361.0,114318.0,74472.0,177952.0,94386.0,62111.0,104692.0,120621.0,139159.0,53497.0,92725.0,149842.0,94570.0,83923.0,51348.0,142522.0,46142.0,82753.0,79615.0,64008.0,58313.0,63561.0,113272.0,33963.0,128135.0,35380.0,38572.0,31610.0,41364.0,42002.0,,26712.0,34040.0,128757.0,47593.0,129703.0,27239.0,97488.0,65269.0,110314.0,20609.0,41947.0,142402.0,79786.0,55883.0,51436.0,59777.0,59742.0,23151.0,55883.0,73499.0,73499.0,73499.0,70242.0,68347.0,85787.0,101348.0,96782.0,88997.0,84211.0,105055.0,88892.0,129116.0,124800.0,140884.0,62545.0,63598.0
순천 순천만그리고나펜션,103791.0,72873.0,69497.0,83710.0,104645.0,124446.0,6671.0,57527.0,116543.0,122572.0,35739.0,104336.0,116878.0,108558.0,95147.0,133068.0,154799.0,102307.0,139904.0,117772.0,115332.0,140819.0,140832.0,168110.0,82903.0,145379.0,145165.0,57462.0,121097.0,124297.0,79720.0,56369.0,102307.0,114158.0,115333.0,70269.0,173749.0,95401.0,57669.0,102485.0,116418.0,134956.0,49055.0,89579.0,145639.0,92363.0,79720.0,46906.0,138319.0,41700.0,80546.0,76469.0,61801.0,53871.0,60415.0,111065.0,26514.0,123932.0,29117.0,30661.0,23699.0,35101.0,35739.0,,20039.0,27777.0,125611.0,40144.0,130858.0,19716.0,98503.0,59006.0,114275.0,13956.0,37505.0,143417.0,79160.0,52737.0,48290.0,56631.0,56596.0,19478.0,52737.0,72873.0,72873.0,72873.0,70047.0,65201.0,83580.0,97145.0,92579.0,84794.0,80008.0,101909.0,84689.0,124913.0,120597.0,136681.0,58103.0,61391.0
순천 순천만생태펜션,99928.0,72594.0,69218.0,85374.0,106309.0,126110.0,8335.0,59191.0,119075.0,122218.0,37403.0,106000.0,119410.0,108279.0,92890.0,132789.0,154520.0,101404.0,141568.0,117493.0,115053.0,143351.0,140553.0,170642.0,84567.0,144476.0,144886.0,57021.0,122761.0,123394.0,79279.0,58033.0,101404.0,113879.0,117865.0,69828.0,173470.0,97933.0,59333.0,104149.0,116139.0,134677.0,50719.0,88676.0,145360.0,94027.0,79279.0,48570.0,138040.0,43364.0,82210.0,75566.0,63465.0,55535.0,59512.0,112729.0,28178.0,123653.0,30781.0,32325.0,25363.0,36765.0,37403.0,,21703.0,29441.0,124708.0,41808.0,132522.0,21380.0,100010.0,60670.0,115939.0,15620.0,39169.0,145949.0,78881.0,51834.0,47387.0,55728.0,55693.0,18575.0,51834.0,72594.0,72594.0,72594.0,71711.0,64298.0,85244.0,96866.0,92300.0,84515.0,79729.0,101006.0,84410.0,124634.0,120318.0,136402.0,59767.0,63055.0
순천 순천만포시즌펜션,100414.0,73080.0,69704.0,84795.0,105730.0,125531.0,7756.0,58612.0,117628.0,122704.0,36824.0,105421.0,117963.0,108765.0,93376.0,133275.0,155006.0,101890.0,140989.0,117979.0,115539.0,141904.0,141039.0,169195.0,83988.0,144962.0,145372.0,57507.0,122182.0,123880.0,79765.0,57454.0,101890.0,114365.0,116418.0,70314.0,173956.0,96486.0,58754.0,103570.0,116625.0,135163.0,50140.0,89162.0,145846.0,93448.0,79765.0,47991.0,138526.0,42785.0,81631.0,76052.0,62886.0,54956.0,59998.0,112150.0,27599.0,124139.0,30202.0,31746.0,24784.0,36186.0,36824.0,,21124.0,28862.0,125194.0,41229.0,131943.0,20801.0,100496.0,60091.0,115360.0,15041.0,38590.0,144502.0,79367.0,52320.0,47873.0,56214.0,56179.0,19061.0,52320.0,73080.0,73080.0,73080.0,71132.0,64784.0,84665.0,97352.0,92786.0,85001.0,80215.0,101492.0,84896.0,125120.0,120804.0,136888.0,59188.0,62476.0
순천 뜰애펜션,100430.0,73096.0,69720.0,84905.0,105840.0,125641.0,7866.0,58722.0,117738.0,122720.0,36934.0,105531.0,118073.0,108781.0,93392.0,133291.0,155022.0,101906.0,141099.0,117995.0,115555.0,142014.0,141055.0,169305.0,84098.0,144978.0,145388.0,57523.0,122292.0,123896.0,79781.0,57564.0,101906.0,114381.0,116528.0,70330.0,173972.0,96596.0,58864.0,103680.0,116641.0,135179.0,50250.0,89178.0,145862.0,93558.0,79781.0,48101.0,138542.0,42895.0,81741.0,76068.0,62996.0,55066.0,60014.0,112260.0,27709.0,124155.0,30312.0,31856.0,24894.0,36296.0,36934.0,,21234.0,28972.0,125210.0,41339.0,132053.0,20911.0,100512.0,60201.0,115470.0,15151.0,38700.0,144612.0,79383.0,52336.0,47889.0,56230.0,56195.0,19077.0,52336.0,73096.0,73096.0,73096.0,71242.0,64800.0,84775.0,97368.0,92802.0,85017.0,80231.0,101508.0,84912.0,125136.0,120820.0,136904.0,59298.0,62586.0
순천 순천만로맨스펜션,104317.0,73399.0,70023.0,83980.0,104915.0,124716.0,6941.0,57797.0,116813.0,123098.0,36009.0,104606.0,117148.0,109084.0,95673.0,133594.0,155325.0,103188.0,140174.0,118298.0,115858.0,141089.0,141358.0,168380.0,83173.0,146260.0,145691.0,57988.0,121367.0,125178.0,80246.0,56639.0,103188.0,114684.0,115603.0,70795.0,174275.0,95671.0,57939.0,102755.0,116944.0,135482.0,49325.0,90460.0,146165.0,92633.0,80246.0,47176.0,138845.0,41970.0,80816.0,77350.0,62071.0,54141.0,61296.0,111335.0,26784.0,124458.0,29387.0,30931.0,23969.0,35371.0,36009.0,,20309.0,28047.0,126492.0,40414.0,131128.0,19986.0,98773.0,59276.0,114545.0,14226.0,37775.0,143687.0,79686.0,53618.0,49171.0,57512.0,57477.0,20359.0,53618.0,73399.0,73399.0,73399.0,70317.0,66082.0,83850.0,97671.0,93105.0,85320.0,80534.0,102790.0,85215.0,125439.0,121123.0,137207.0,58373.0,61661.0
구례 지리산녹차별펜션,138552.0,91527.0,111020.0,78945.0,101646.0,130613.0,38877.0,41427.0,128411.0,151951.0,70586.0,101337.0,128746.0,150081.0,131616.0,174591.0,196322.0,121709.0,139533.0,137097.0,144711.0,152313.0,169281.0,179604.0,76288.0,186902.0,186688.0,98985.0,127264.0,165820.0,121243.0,40269.0,121709.0,154470.0,127201.0,111792.0,202956.0,107644.0,41569.0,98016.0,157941.0,176479.0,22461.0,131102.0,187162.0,83092.0,121243.0,17418.0,179842.0,13874.0,77547.0,117992.0,74044.0,9335.0,101938.0,108066.0,35688.0,153311.0,57816.0,35285.0,42959.0,71242.0,70586.0,,35478.0,65749.0,167134.0,20287.0,137025.0,58948.0,110746.0,95091.0,111276.0,37630.0,15555.0,154911.0,102498.0,94260.0,89813.0,98154.0,98119.0,61001.0,94260.0,91527.0,91527.0,91527.0,82290.0,106724.0,77900.0,138668.0,134102.0,126317.0,121531.0,143432.0,126212.0,166436.0,162120.0,178204.0,30580.0,68572.0
구례 섬진강나루펜션,141776.0,94751.0,114212.0,82169.0,104870.0,133837.0,42069.0,44651.0,131635.0,155175.0,68630.0,104561.0,131970.0,153273.0,134840.0,177783.0,199514.0,124933.0,142757.0,140321.0,147935.0,155537.0,172505.0,182828.0,79512.0,190094.0,189880.0,102177.0,130488.0,169012.0,124435.0,43493.0,124933.0,158546.0,130425.0,114984.0,206180.0,110868.0,44793.0,101240.0,161133.0,179671.0,25685.0,134294.0,190354.0,86316.0,124435.0,20642.0,183034.0,17098.0,80771.0,121184.0,77268.0,12921.0,105130.0,111290.0,33732.0,156535.0,55860.0,33329.0,41003.0,69286.0,68630.0,,38670.0,63244.0,170326.0,18331.0,140249.0,62140.0,113970.0,93135.0,114500.0,40822.0,18773.0,158135.0,105722.0,97452.0,93005.0,101346.0,101311.0,64193.0,97452.0,94751.0,94751.0,94751.0,85514.0,109916.0,81124.0,141860.0,137294.0,129509.0,124723.0,146624.0,129404.0,169628.0,165312.0,181396.0,33804.0,71796.0
순천 순천만갈대숲펜션,100430.0,73096.0,69720.0,84779.0,105714.0,125515.0,7740.0,58596.0,117612.0,122720.0,36808.0,105405.0,117947.0,108781.0,93392.0,133291.0,155022.0,101906.0,140973.0,117995.0,115555.0,141888.0,141055.0,169179.0,83972.0,144978.0,145388.0,57523.0,122166.0,123896.0,79781.0,57438.0,101906.0,114381.0,116402.0,70330.0,173972.0,96470.0,58738.0,103554.0,116641.0,135179.0,50124.0,89178.0,145862.0,93432.0,79781.0,47975.0,138542.0,42769.0,81615.0,76068.0,62870.0,54940.0,60014.0,112134.0,27583.0,124155.0,30186.0,31730.0,24768.0,36170.0,36808.0,,21108.0,28846.0,125210.0,41213.0,131927.0,20785.0,100512.0,60075.0,115344.0,15025.0,38574.0,144486.0,79383.0,52336.0,47889.0,56230.0,56195.0,19077.0,52336.0,73096.0,73096.0,73096.0,71116.0,64800.0,84649.0,97368.0,92802.0,85017.0,80231.0,101508.0,84912.0,125136.0,120820.0,136904.0,59172.0,62460.0
구례 지리산나무향기펜션,138617.0,91592.0,111085.0,79010.0,101711.0,130678.0,38942.0,41492.0,128476.0,152016.0,70651.0,101402.0,128811.0,150146.0,131681.0,174656.0,196387.0,121774.0,139598.0,137162.0,144776.0,152378.0,169346.0,179669.0,76353.0,186967.0,186753.0,99050.0,127329.0,165885.0,121308.0,40334.0,121774.0,154535.0,127266.0,111857.0,203021.0,107709.0,41634.0,98081.0,158006.0,176544.0,22526.0,131167.0,187227.0,83157.0,121308.0,17483.0,179907.0,13939.0,77612.0,118057.0,74109.0,9496.0,102003.0,108131.0,35753.0,153376.0,57881.0,35350.0,43024.0,71307.0,70651.0,,35543.0,65814.0,167199.0,20352.0,137090.0,59013.0,110811.0,95156.0,111341.0,37695.0,15620.0,154976.0,102563.0,94325.0,89878.0,98219.0,98184.0,61066.0,94325.0,91592.0,91592.0,91592.0,82355.0,106789.0,77965.0,138733.0,134167.0,126382.0,121596.0,143497.0,126277.0,166501.0,162185.0,178269.0,30645.0,68637.0
