모텔명,영암왕인문화축제,화순고인돌과함께하는국화향연,정남진장흥물축제,뱀부페스티벌,황룡강가을꽃축제,영광불갑산상사화축제,순천푸드앤아트페스티벌,곡성세계장미축제,대한민국국향대전,목포항구축제,국제남도음식문화큰잔치,황룡강(洪)길동무꽃길축제,함평나비대축제,해남미남축제,월출산국화축제,명량대첩축제,진도신비의바닷길축제,대한민국마한문화제,영광법성포단오제,무안연꽃축제,무안YD페스티벌,황토갯벌축제,섬겨울꽃축제,섬튤립축제,담양산타축제,청산도슬로걷기축제,진도개페스티벌,고흥유자석류축제,꽃무릇큰잔치,청정완도가을섬여행,고흥우주항공축제,곡성심청어린이대축제,마한축제,영암무화과축제,대한민국난명품대제전,녹동바다불꽃축제,섬수국축제,천년나주목읍성문화축제,곡성아이스크림페스티벌,백양단풍축제,땅끝매화축제,송호해변여름축제,구례자연드림뮤직페스티벌,회령포문화축제,진도문화예술제,용면추월산벚꽃축제,지리산남악제및군민의날행사,화엄음악제,오시아노뮤직페스티벌,구례동편소리축제,고서포도축제,장흥표고버섯축제,적벽문화축제,지리산피아골단풍축제,장평명품호두축제,축령산편백산소축제,백운산국사봉철쭉축제,유달산봄축제,여수영취산진달래체험행사,광양전어축제,광양K-POP슈퍼페스티벌,여수밤바다불꽃축제,여수거북선축제,거문도백도은빛바다체험행사,광양동백축제,여수동동북축제,완도장보고수산물축제,광양매화축제,영광찰보리문화축제,여수여자만갯벌노을체험행사,영산포홍어축제,여수향일암일출제,어울림음악회,광양전통숯불구이축제,구례300리벚꽃축제,무안겨울숭어축제,운주문화축제,보성다향대축제,서편제보성소리축제,율포해변불꽃축제,보성전어축제,벌교꼬막&문학축제,보성차밭빛축제,봄꽃과함께하는화순고인돌축제,화순캠핑뮤직페스티벌,화순고인돌별빛소나타,동구리호수공원봄축제,정남진장흥키조개축제,한여름밤의별빛달빛축제,강진청자축제,강진성전월출산봄소풍가는날,강진금곡사벚꽃삼십리길축제,전라병영성축제,마량미항찰전어축제,강진만춤추는갈대축제,달마고도힐링축제,땅끝해남어린이공룡대축제,땅끝해넘이해맞이축제,구례산수유꽃축제,백아산철쭉제
완도 청해진한옥펜션,60763.0,95836.0,52976.0,129329.0,125143.0,121700.0,125138.0,153947.0,99390.0,71731.0,153049.0,124859.0,98844.0,23254.0,63609.0,51976.0,73707.0,77257.0,137445.0,73751.0,69206.0,106766.0,90089.0,134057.0,129735.0,35837.0,64073.0,129902.0,117466.0,14755.0,152160.0,154200.0,77257.0,63392.0,100119.0,142709.0,120738.0,89573.0,152608.0,145006.0,46040.0,26688.0,165833.0,49999.0,64547.0,140027.0,152160.0,163684.0,63888.0,158478.0,119066.0,63732.0,121294.0,172338.0,69636.0,134635.0,145983.0,73115.0,146427.0,150130.0,143168.0,152411.0,153049.0,,139508.0,145087.0,16069.0,159613.0,124078.0,138286.0,85534.0,176316.0,118832.0,133425.0,154283.0,109364.0,86051.0,78985.0,75013.0,74905.0,74940.0,103643.0,78985.0,95836.0,95836.0,95836.0,108144.0,66587.0,129258.0,41599.0,52928.0,42914.0,52096.0,34541.0,38269.0,16645.0,40020.0,27924.0,174881.0,133229.0
해남 땅끝마을휘겔리펜션,34207.0,73589.0,36887.0,107082.0,102896.0,95144.0,109049.0,133704.0,72834.0,45175.0,136960.0,102612.0,72288.0,5583.0,41362.0,34605.0,56336.0,55010.0,110889.0,47195.0,42650.0,80210.0,63533.0,107501.0,107488.0,60184.0,46702.0,113813.0,90910.0,39102.0,136071.0,133957.0,55010.0,36836.0,73563.0,126620.0,94925.0,67326.0,132365.0,122759.0,20227.0,34169.0,149744.0,53374.0,47176.0,117780.0,136071.0,147595.0,46517.0,142389.0,96819.0,46792.0,100354.0,156249.0,53547.0,112388.0,129894.0,46559.0,130338.0,134041.0,127079.0,136322.0,136960.0,,123419.0,128998.0,40416.0,143524.0,97522.0,122197.0,63287.0,160227.0,96585.0,117336.0,138194.0,82808.0,69962.0,62896.0,58924.0,58816.0,58851.0,87554.0,62896.0,73589.0,73589.0,73589.0,87204.0,50498.0,107011.0,39153.0,30979.0,25974.0,35156.0,46088.0,22341.0,27924.0,22145.0,36148.0,154331.0,114731.0
보성 수진한옥펜션,55467.0,40293.0,24794.0,81896.0,83567.0,99389.0,54505.0,84422.0,79478.0,83006.0,82489.0,83258.0,79813.0,64062.0,48429.0,90956.0,112687.0,56943.0,114847.0,78206.0,75766.0,103754.0,101266.0,131045.0,82266.0,95828.0,103053.0,58766.0,96040.0,74746.0,81024.0,84675.0,56943.0,74592.0,78268.0,71573.0,134183.0,62856.0,83083.0,99781.0,75176.0,90460.0,94518.0,40028.0,103527.0,92652.0,81024.0,92369.0,98753.0,87163.0,71587.0,31105.0,61403.0,101705.0,15051.0,93358.0,75423.0,84366.0,75867.0,79570.0,72608.0,81851.0,82489.0,,68948.0,74527.0,76060.0,89053.0,105801.0,67726.0,59311.0,105756.0,88565.0,62865.0,82968.0,106352.0,42958.0,3186.0,6412.0,8995.0,9030.0,32328.0,3186.0,40293.0,40293.0,40293.0,50277.0,15650.0,81883.0,49617.0,49338.0,40298.0,36229.0,52358.0,40193.0,80417.0,78496.0,92185.0,103566.0,63704.0
완도 원네스리조트,75133.0,106002.0,61592.0,141382.0,137196.0,136070.0,130391.0,160308.0,113760.0,86125.0,158375.0,136912.0,113214.0,37624.0,75662.0,66346.0,88077.0,89310.0,151815.0,88121.0,83576.0,121136.0,104459.0,148427.0,141788.0,23117.0,78443.0,133086.0,131836.0,3368.0,155344.0,160561.0,89310.0,77762.0,114489.0,145893.0,135108.0,101626.0,158969.0,157059.0,60410.0,41058.0,170404.0,42407.0,78917.0,152080.0,155344.0,168255.0,78258.0,163049.0,131119.0,73426.0,129910.0,177591.0,78252.0,146688.0,151309.0,87485.0,151753.0,155456.0,148494.0,157737.0,158375.0,,144834.0,150413.0,3308.0,164939.0,138448.0,143612.0,97587.0,181642.0,130885.0,138751.0,158854.0,123734.0,94667.0,75810.0,83629.0,70846.0,70881.0,108214.0,75810.0,106002.0,106002.0,106002.0,116760.0,61900.0,141311.0,34007.0,67298.0,54297.0,61790.0,26949.0,51255.0,31015.0,54390.0,42294.0,179452.0,139590.0
강진 다향소축한옥민박펜션,34880.0,67057.0,23232.0,100550.0,96364.0,94550.0,95394.0,124203.0,72924.0,54548.0,123305.0,96080.0,73259.0,20664.0,34830.0,47949.0,69680.0,48478.0,110008.0,51740.0,49300.0,87637.0,72906.0,114928.0,100956.0,64276.0,60046.0,100158.0,89701.0,43194.0,122416.0,124456.0,48478.0,46209.0,73453.0,112965.0,105749.0,60794.0,122864.0,116227.0,32169.0,44256.0,136089.0,39719.0,60520.0,111248.0,122416.0,133940.0,59861.0,128734.0,90287.0,34781.0,91550.0,142594.0,39892.0,105856.0,116239.0,55932.0,116683.0,120386.0,113424.0,122667.0,123305.0,,109764.0,115343.0,44015.0,129869.0,98792.0,108542.0,56755.0,146572.0,90053.0,103681.0,124539.0,90235.0,56307.0,49241.0,45269.0,45161.0,45196.0,73899.0,49241.0,67057.0,67057.0,67057.0,78400.0,36843.0,100479.0,25498.0,24149.0,14000.0,23145.0,32433.0,8525.0,34213.0,35489.0,45981.0,145137.0,103485.0
완도 청산도여행펜션,99932.0,130801.0,86391.0,166181.0,161995.0,160869.0,155190.0,185107.0,138559.0,110900.0,183174.0,161711.0,138013.0,62423.0,100461.0,91145.0,112876.0,114109.0,176614.0,112920.0,108375.0,145935.0,129258.0,173226.0,166587.0,5667.0,103242.0,157885.0,156635.0,27220.0,180143.0,185360.0,114109.0,102561.0,139288.0,170692.0,159907.0,126425.0,183768.0,181858.0,85209.0,65857.0,195203.0,67206.0,103716.0,176879.0,180143.0,193054.0,103057.0,187848.0,155918.0,98225.0,154709.0,202390.0,103051.0,171487.0,176108.0,112284.0,176552.0,180255.0,173293.0,182536.0,183174.0,,169633.0,175212.0,25699.0,189738.0,163247.0,168411.0,122386.0,208817.0,155684.0,163550.0,183653.0,148533.0,119466.0,100609.0,108428.0,95645.0,95680.0,133013.0,100609.0,130801.0,130801.0,130801.0,141559.0,86699.0,166110.0,58806.0,92097.0,79096.0,86589.0,51748.0,76054.0,55814.0,79189.0,67093.0,204251.0,164389.0
보성 구름속의산책펜션,59017.0,49079.0,22170.0,90740.0,92353.0,103476.0,63291.0,93208.0,84146.0,82270.0,91275.0,92044.0,84481.0,60609.0,51979.0,87503.0,109234.0,61611.0,118934.0,77470.0,75030.0,108422.0,100530.0,135713.0,91146.0,88066.0,99600.0,66555.0,99264.0,66984.0,88813.0,93461.0,61611.0,73856.0,82936.0,79362.0,133447.0,67524.0,91869.0,108567.0,71723.0,87007.0,103304.0,32266.0,100074.0,101438.0,88813.0,101155.0,98017.0,95949.0,80477.0,35773.0,70189.0,110491.0,19427.0,102211.0,84209.0,83630.0,84653.0,88356.0,81394.0,90637.0,91275.0,,77734.0,83313.0,68298.0,97839.0,109888.0,76512.0,63979.0,114542.0,97351.0,71651.0,91754.0,111020.0,47626.0,8710.0,15198.0,4847.0,4882.0,41114.0,8710.0,49079.0,49079.0,49079.0,59063.0,7888.0,90669.0,41855.0,46666.0,36845.0,34721.0,44596.0,36740.0,76964.0,75043.0,88732.0,112352.0,72490.0
완도 라일펜션,71581.0,99642.0,55232.0,135022.0,130836.0,129022.0,124031.0,153948.0,107396.0,91273.0,152015.0,130552.0,107731.0,43342.0,69302.0,72064.0,93795.0,82950.0,144480.0,88441.0,86001.0,124338.0,109607.0,151629.0,135428.0,33333.0,84161.0,126726.0,124173.0,12251.0,148984.0,154201.0,82950.0,82910.0,107925.0,139533.0,140826.0,95266.0,152609.0,150699.0,66128.0,46776.0,164044.0,36047.0,84635.0,145720.0,148984.0,161895.0,83976.0,156689.0,124759.0,67066.0,123550.0,171231.0,71892.0,140328.0,144949.0,92633.0,145393.0,149096.0,142134.0,151377.0,152015.0,,138474.0,144053.0,12961.0,158579.0,133264.0,137252.0,91227.0,175282.0,124525.0,132391.0,152494.0,126936.0,88307.0,69450.0,77269.0,64486.0,64521.0,101854.0,69450.0,99642.0,99642.0,99642.0,110400.0,55540.0,134951.0,27647.0,60850.0,47937.0,55430.0,20589.0,44895.0,36733.0,60108.0,48012.0,173092.0,133230.0
고흥 오션뷰펜션,120452.0,99144.0,89779.0,134487.0,142418.0,158240.0,72774.0,116683.0,144463.0,147991.0,83336.0,142109.0,144798.0,129047.0,113414.0,155941.0,177672.0,121928.0,173698.0,143191.0,140751.0,168739.0,166251.0,196030.0,133680.0,163435.0,168038.0,12644.0,154891.0,142353.0,50302.0,116936.0,121928.0,139577.0,143253.0,1016.0,199168.0,124483.0,115344.0,153262.0,140161.0,155445.0,115158.0,107635.0,168512.0,143140.0,50302.0,113009.0,163738.0,107803.0,126214.0,96090.0,109558.0,119974.0,80036.0,152276.0,93619.0,149351.0,84303.0,97766.0,90804.0,81283.0,83336.0,,87144.0,73966.0,143667.0,107249.0,164652.0,79765.0,124296.0,105030.0,147416.0,81061.0,103608.0,171337.0,105431.0,72358.0,67911.0,73900.0,73865.0,52062.0,72358.0,99144.0,99144.0,99144.0,108271.0,83257.0,134357.0,117634.0,114323.0,105283.0,101214.0,119965.0,105178.0,145402.0,143481.0,157170.0,124206.0,111121.0
해남 노을빛바다펜션,44016.0,89842.0,72417.0,117781.0,107949.0,89720.0,140026.0,146912.0,65034.0,32924.0,167937.0,108405.0,64488.0,44702.0,51828.0,10349.0,32080.0,59893.0,105465.0,43268.0,34260.0,71820.0,49706.0,99111.0,118769.0,91114.0,22446.0,149343.0,83194.0,70032.0,171601.0,147165.0,59893.0,28725.0,67544.0,162150.0,78602.0,72222.0,145573.0,128568.0,29180.0,57406.0,166053.0,88904.0,22920.0,128294.0,171601.0,172195.0,7180.0,166268.0,110027.0,70635.0,113374.0,187226.0,89347.0,116811.0,160871.0,32184.0,161315.0,165018.0,158056.0,167299.0,167937.0,,154396.0,159975.0,71346.0,174501.0,92098.0,153174.0,68319.0,191204.0,95719.0,148313.0,164004.0,74418.0,89546.0,98426.0,94454.0,94346.0,94381.0,118531.0,98426.0,89842.0,89842.0,89842.0,100224.0,86028.0,118192.0,74683.0,56583.0,61504.0,63468.0,81618.0,57871.0,52971.0,21397.0,59385.0,167539.0,127751.0
무안 톱머리리조트펜션,43896.0,61130.0,74169.0,76531.0,63677.0,40996.0,127184.0,106893.0,21346.0,24940.0,166334.0,64133.0,21214.0,66684.0,51708.0,56623.0,78354.0,39175.0,56741.0,23727.0,23485.0,20207.0,32688.0,47498.0,77519.0,121960.0,68720.0,148827.0,36762.0,100878.0,171085.0,107146.0,39175.0,26487.0,22397.0,161634.0,73865.0,37631.0,105554.0,85313.0,49127.0,91193.0,126034.0,93619.0,69194.0,87044.0,171085.0,136857.0,54512.0,134132.0,70054.0,64431.0,79278.0,155953.0,80670.0,72539.0,147044.0,25784.0,159712.0,151390.0,144298.0,165696.0,166334.0,,137600.0,158372.0,102192.0,160545.0,43966.0,151571.0,36354.0,189601.0,51447.0,131505.0,131868.0,22805.0,62561.0,97910.0,93938.0,96584.0,96619.0,116928.0,97910.0,61130.0,61130.0,61130.0,66128.0,88266.0,76942.0,79398.0,57300.0,63881.0,63289.0,86333.0,62586.0,84948.0,58367.0,93172.0,127520.0,94108.0
해남 땅끝풍경펜션,67513.0,107846.0,64986.0,141339.0,137153.0,128450.0,137148.0,165957.0,106140.0,78481.0,165059.0,136869.0,105594.0,34692.0,75619.0,55951.0,77682.0,89267.0,144195.0,80501.0,75956.0,113516.0,96839.0,140807.0,141745.0,58328.0,68048.0,141912.0,124216.0,37246.0,164170.0,166210.0,89267.0,70142.0,106869.0,154719.0,127488.0,101583.0,164618.0,157016.0,50298.0,4405.0,177843.0,72490.0,68522.0,152037.0,164170.0,175694.0,67863.0,170488.0,131076.0,75742.0,133304.0,184348.0,81646.0,146645.0,157993.0,79865.0,158437.0,162140.0,155178.0,164421.0,165059.0,,151518.0,157097.0,37709.0,171623.0,130828.0,150296.0,97544.0,188326.0,130842.0,145435.0,166293.0,116114.0,98061.0,90995.0,87023.0,86915.0,86950.0,115653.0,90995.0,107846.0,107846.0,107846.0,120154.0,78597.0,141268.0,64090.0,64938.0,54924.0,64106.0,57032.0,50279.0,18019.0,43995.0,2910.0,186891.0,145239.0
영광 쉐이리펜션,83859.0,75477.0,104879.0,73687.0,50192.0,25388.0,136814.0,107782.0,40352.0,74150.0,173296.0,50648.0,40315.0,115586.0,80571.0,105833.0,127564.0,65371.0,10791.0,66709.0,72403.0,31740.0,72346.0,60003.0,74675.0,170862.0,117930.0,162993.0,30598.0,149780.0,185251.0,108035.0,65371.0,75697.0,40544.0,175800.0,123075.0,53711.0,106443.0,64340.0,99379.0,140095.0,126923.0,130897.0,118404.0,81070.0,185251.0,137746.0,103722.0,135021.0,72092.0,86823.0,87149.0,156842.0,101299.0,51514.0,156674.0,74994.0,166674.0,161020.0,153928.0,172658.0,173296.0,,147230.0,165334.0,151094.0,166124.0,14114.0,158533.0,57526.0,196563.0,38246.0,141135.0,132757.0,31384.0,82143.0,118786.0,112086.0,124595.0,124652.0,127951.0,118786.0,75477.0,75477.0,75477.0,74024.0,118976.0,74098.0,120325.0,91429.0,100730.0,95358.0,127260.0,105393.0,133850.0,108619.0,142074.0,128409.0,98371.0
완도 친구네펜션,72872.0,107945.0,65085.0,141438.0,137252.0,133809.0,134431.0,164348.0,111499.0,83864.0,162415.0,136968.0,110953.0,35363.0,75718.0,64085.0,85816.0,89366.0,149554.0,85860.0,81315.0,118875.0,102198.0,146166.0,141844.0,27157.0,76182.0,137126.0,129575.0,7408.0,159384.0,164601.0,89366.0,75501.0,112228.0,149933.0,132847.0,101682.0,163009.0,157115.0,58149.0,38797.0,174444.0,46447.0,76656.0,152136.0,159384.0,172295.0,75997.0,167089.0,131175.0,75841.0,133403.0,181631.0,81745.0,146744.0,155349.0,85224.0,155793.0,159496.0,152534.0,161777.0,162415.0,,148874.0,154453.0,7389.0,168979.0,136187.0,147652.0,97643.0,185682.0,130941.0,142791.0,162894.0,121473.0,98160.0,79850.0,87122.0,74886.0,74921.0,112254.0,79850.0,107945.0,107945.0,107945.0,120253.0,65940.0,141367.0,38047.0,65037.0,55023.0,64205.0,30989.0,50378.0,28754.0,52129.0,40033.0,183492.0,143630.0
완도 코너레지던스호텔,72527.0,103396.0,58986.0,138776.0,134590.0,133464.0,127785.0,157702.0,111154.0,83495.0,155769.0,134306.0,110608.0,35018.0,73056.0,63740.0,85471.0,86704.0,149209.0,85515.0,80970.0,118530.0,101853.0,145821.0,139182.0,21643.0,75837.0,130480.0,129230.0,479.0,152738.0,157955.0,86704.0,75156.0,111883.0,143287.0,132502.0,99020.0,156363.0,154453.0,57804.0,38452.0,167798.0,39801.0,76311.0,149474.0,152738.0,165649.0,75652.0,160443.0,128513.0,70820.0,127304.0,174985.0,75646.0,144082.0,148703.0,84879.0,149147.0,152850.0,145888.0,155131.0,155769.0,,142228.0,147807.0,896.0,162333.0,135842.0,141006.0,94981.0,179036.0,128279.0,136145.0,156248.0,121128.0,92061.0,73204.0,81023.0,68240.0,68275.0,105608.0,73204.0,103396.0,103396.0,103396.0,114154.0,59294.0,138705.0,31401.0,64692.0,51691.0,59184.0,24343.0,48649.0,28409.0,51784.0,39688.0,176846.0,136984.0
해남 아침의향기펜션,38255.0,77637.0,40392.0,111130.0,106944.0,99192.0,112554.0,137752.0,76882.0,49223.0,140465.0,106660.0,76336.0,1933.0,45410.0,38653.0,60384.0,59058.0,114937.0,51243.0,46698.0,84258.0,67581.0,111549.0,111536.0,57852.0,50750.0,117318.0,94958.0,36770.0,139576.0,138005.0,59058.0,40884.0,77611.0,130125.0,98973.0,71374.0,136413.0,126807.0,24275.0,29509.0,153249.0,56879.0,51224.0,121828.0,139576.0,151100.0,50565.0,145894.0,100867.0,50297.0,104402.0,159754.0,57052.0,116436.0,133399.0,50607.0,133843.0,137546.0,130584.0,139827.0,140465.0,,126924.0,132503.0,38084.0,147029.0,101570.0,125702.0,67335.0,163732.0,100633.0,120841.0,141699.0,86856.0,73467.0,66401.0,62429.0,62321.0,62356.0,91059.0,66401.0,77637.0,77637.0,77637.0,91252.0,54003.0,111059.0,42658.0,35027.0,29479.0,38661.0,49593.0,25846.0,23264.0,26193.0,31488.0,158379.0,118779.0
신안 섬안애펜션,93034.0,99079.0,119802.0,112863.0,97553.0,67665.0,165133.0,143225.0,56159.0,74078.0,201615.0,98009.0,56027.0,115822.0,92253.0,105761.0,127492.0,76936.0,73844.0,69951.0,72623.0,33158.0,72274.0,34679.0,113851.0,171098.0,117858.0,186595.0,67526.0,150016.0,208853.0,143478.0,76936.0,75625.0,58335.0,199402.0,123003.0,75580.0,141886.0,114163.0,98265.0,140331.0,162366.0,142757.0,118332.0,123376.0,208853.0,173189.0,103650.0,170464.0,106386.0,102192.0,117227.0,192285.0,118619.0,101337.0,184993.0,74922.0,194993.0,189339.0,182247.0,200977.0,201615.0,,175549.0,193653.0,151330.0,198494.0,56391.0,186852.0,74303.0,224882.0,85007.0,169454.0,168200.0,32654.0,100510.0,135086.0,131114.0,140895.0,140952.0,155423.0,135086.0,99079.0,99079.0,99079.0,104077.0,134211.0,113274.0,128536.0,102900.0,112201.0,106829.0,135471.0,111724.0,134086.0,107505.0,142310.0,163852.0,130440.0
고흥 나로리뷰펜션,118285.0,96977.0,87612.0,132320.0,140251.0,156073.0,70607.0,114516.0,142296.0,145824.0,67844.0,139942.0,142631.0,126880.0,111247.0,153774.0,175505.0,119761.0,171531.0,141024.0,138584.0,166572.0,164084.0,193863.0,131513.0,161268.0,165871.0,31272.0,152724.0,140186.0,15200.0,114769.0,119761.0,137410.0,141086.0,37177.0,197001.0,122316.0,113177.0,151095.0,137994.0,153278.0,112991.0,105468.0,166345.0,140973.0,15200.0,110842.0,161571.0,105636.0,124047.0,93923.0,107391.0,117807.0,77869.0,150109.0,88593.0,147184.0,68811.0,90906.0,82300.0,65791.0,67844.0,,84977.0,58474.0,141500.0,105082.0,162485.0,64273.0,122129.0,89538.0,145249.0,78894.0,101441.0,169170.0,103264.0,70191.0,65744.0,71733.0,71698.0,49895.0,70191.0,96977.0,96977.0,96977.0,106104.0,81090.0,132190.0,115467.0,112156.0,103116.0,99047.0,117798.0,103011.0,143235.0,141314.0,155003.0,122039.0,108954.0
영광 백수해안도로펜션,87936.0,79342.0,108744.0,74194.0,51901.0,29465.0,140679.0,106557.0,44429.0,79545.0,177161.0,52357.0,44392.0,119663.0,84648.0,111228.0,132959.0,69236.0,8407.0,70786.0,76480.0,37135.0,77741.0,65398.0,76384.0,174939.0,123325.0,166858.0,34675.0,153857.0,189116.0,106810.0,69236.0,81092.0,44621.0,179665.0,130335.0,57576.0,105218.0,61956.0,103456.0,144172.0,125698.0,134762.0,123799.0,78686.0,189116.0,136521.0,109117.0,133796.0,75957.0,90688.0,91014.0,155617.0,105164.0,49130.0,160539.0,80389.0,170539.0,164885.0,157793.0,176523.0,177161.0,,151095.0,169199.0,155171.0,164899.0,17979.0,162398.0,61391.0,200428.0,39955.0,145000.0,131532.0,36779.0,86008.0,122651.0,115951.0,128460.0,128517.0,131816.0,122651.0,79342.0,79342.0,79342.0,77889.0,122841.0,74831.0,124190.0,95294.0,104595.0,99223.0,131125.0,109258.0,137927.0,112696.0,146151.0,127184.0,97146.0
보성 그린빌펜션,55331.0,40157.0,24658.0,81760.0,83431.0,99253.0,54369.0,84286.0,79342.0,82870.0,82353.0,83122.0,79677.0,63926.0,48293.0,90820.0,112551.0,56807.0,114711.0,78070.0,75630.0,103618.0,101130.0,130909.0,82130.0,95692.0,102917.0,58630.0,95904.0,74610.0,80888.0,84539.0,56807.0,74456.0,78132.0,71437.0,134047.0,62720.0,82947.0,99645.0,75040.0,90324.0,94382.0,39892.0,103391.0,92516.0,80888.0,92233.0,98617.0,87027.0,71451.0,30969.0,61267.0,101569.0,14915.0,93222.0,75287.0,84230.0,75731.0,79434.0,72472.0,81715.0,82353.0,,68812.0,74391.0,75924.0,88917.0,105665.0,67590.0,59175.0,105620.0,88429.0,62729.0,82832.0,106216.0,42822.0,3050.0,6276.0,8859.0,8894.0,32192.0,3050.0,40157.0,40157.0,40157.0,50141.0,15514.0,81747.0,49481.0,49202.0,40162.0,36093.0,52222.0,40057.0,80281.0,78360.0,92049.0,103430.0,63568.0
완도 용현이네펜션,72419.0,100480.0,56070.0,135860.0,131674.0,129860.0,124869.0,154786.0,108234.0,92087.0,152853.0,131390.0,108569.0,44180.0,70140.0,72902.0,94633.0,83788.0,145318.0,89279.0,86839.0,125176.0,110445.0,152467.0,136266.0,34171.0,84999.0,127564.0,125011.0,13089.0,149822.0,155039.0,83788.0,83748.0,108763.0,140371.0,141664.0,96104.0,153447.0,151537.0,66966.0,47614.0,164882.0,36885.0,85473.0,146558.0,149822.0,162733.0,84814.0,157527.0,125597.0,67904.0,124388.0,172069.0,72730.0,141166.0,145787.0,93471.0,146231.0,149934.0,142972.0,152215.0,152853.0,,139312.0,144891.0,13552.0,159417.0,134102.0,138090.0,92065.0,176120.0,125363.0,133229.0,153332.0,127774.0,89145.0,70288.0,78107.0,65324.0,65359.0,102692.0,70288.0,100480.0,100480.0,100480.0,111238.0,56378.0,135789.0,28485.0,61688.0,48775.0,56268.0,21427.0,45733.0,37571.0,60946.0,48850.0,173930.0,134068.0
광양 더자연펜션,129830.0,92041.0,95536.0,96467.0,117402.0,137203.0,26084.0,58972.0,129300.0,148611.0,51445.0,117093.0,129635.0,134597.0,121186.0,159107.0,180838.0,122223.0,152661.0,137611.0,141371.0,153576.0,166871.0,180867.0,95660.0,171401.0,171204.0,83501.0,133854.0,150319.0,105759.0,57814.0,122223.0,140197.0,128090.0,96308.0,199788.0,108158.0,59114.0,115242.0,142457.0,160995.0,50500.0,115601.0,171678.0,101644.0,105759.0,48351.0,164358.0,43145.0,93303.0,102491.0,74558.0,52462.0,86437.0,123822.0,25966.0,149971.0,40421.0,31189.0,24360.0,50807.0,51445.0,,8427.0,43136.0,151633.0,39596.0,143615.0,38356.0,111260.0,74712.0,127032.0,15988.0,38803.0,156174.0,105199.0,78759.0,74972.0,82653.0,82618.0,45500.0,78759.0,92041.0,92041.0,92041.0,82804.0,91223.0,96337.0,123184.0,118618.0,110833.0,106047.0,127931.0,110728.0,150952.0,146636.0,162720.0,59548.0,74148.0
고흥 해수온천바다스파랜드펜션,120206.0,98898.0,89533.0,134241.0,142172.0,157994.0,72528.0,116437.0,144217.0,147745.0,83090.0,141863.0,144552.0,128801.0,113168.0,155695.0,177426.0,121682.0,173452.0,142945.0,140505.0,168493.0,166005.0,195784.0,133434.0,163189.0,167792.0,12398.0,154645.0,142107.0,50509.0,116690.0,121682.0,139331.0,143007.0,1223.0,198922.0,124237.0,115098.0,153016.0,139915.0,155199.0,114912.0,107389.0,168266.0,142894.0,50509.0,112763.0,163492.0,107557.0,125968.0,95844.0,109312.0,119728.0,79790.0,152030.0,93373.0,149105.0,84057.0,97520.0,90558.0,81037.0,83090.0,,86898.0,73720.0,143421.0,107003.0,164406.0,79519.0,124050.0,104784.0,147170.0,80815.0,103362.0,171091.0,105185.0,72112.0,67665.0,73654.0,73619.0,51816.0,72112.0,98898.0,98898.0,98898.0,108025.0,83011.0,134111.0,117388.0,114077.0,105037.0,100968.0,119719.0,104932.0,145156.0,143235.0,156924.0,123960.0,110875.0
광양 숲속농원펜션,137548.0,102397.0,103254.0,105214.0,127758.0,147559.0,35059.0,66842.0,139656.0,156329.0,47121.0,127449.0,139991.0,142315.0,128904.0,166825.0,188556.0,132579.0,163017.0,151529.0,149089.0,163932.0,174589.0,191223.0,102557.0,179119.0,178922.0,91219.0,144210.0,158037.0,113477.0,65684.0,132579.0,147915.0,138446.0,104026.0,207506.0,118514.0,66984.0,124285.0,150175.0,168713.0,48730.0,123319.0,179396.0,109361.0,113477.0,43687.0,172076.0,40143.0,103659.0,110209.0,84914.0,35966.0,94155.0,134178.0,12037.0,157689.0,34351.0,13404.0,19494.0,47777.0,47121.0,,28066.0,41735.0,159351.0,7818.0,153971.0,46074.0,121616.0,71626.0,137388.0,25629.0,40479.0,166530.0,112917.0,86477.0,82690.0,90371.0,90336.0,53218.0,86477.0,102397.0,102397.0,102397.0,93160.0,98941.0,104169.0,130902.0,126336.0,118551.0,113765.0,135649.0,118446.0,158670.0,154354.0,170438.0,56849.0,84504.0
함평 윤슬한옥펜션,51934.0,53606.0,76675.0,66039.0,47445.0,21652.0,119731.0,96401.0,8241.0,42267.0,156213.0,47901.0,8204.0,84986.0,48646.0,73950.0,95681.0,33329.0,37397.0,34784.0,41803.0,25124.0,42204.0,52415.0,67027.0,140262.0,86047.0,141193.0,17418.0,119180.0,163451.0,96654.0,33329.0,43814.0,9684.0,154000.0,91192.0,30080.0,95062.0,69081.0,68779.0,109495.0,115542.0,98656.0,86521.0,76552.0,163451.0,126365.0,71839.0,123640.0,59562.0,58619.0,71703.0,145461.0,73217.0,56307.0,139591.0,43111.0,149591.0,143937.0,136845.0,155575.0,156213.0,,130147.0,148251.0,120494.0,154743.0,24030.0,141450.0,28779.0,179480.0,34899.0,124052.0,121376.0,26451.0,55015.0,89684.0,85712.0,95493.0,95550.0,109899.0,89684.0,53606.0,53606.0,53606.0,58553.0,90894.0,66450.0,88189.0,59293.0,68594.0,63222.0,95124.0,73257.0,103250.0,78019.0,111474.0,117028.0,83616.0
