연도,시도명,시군구명,축제명,개최기간,주최/주관,최초개최년도,예산합계,국비,지방비,기타,축제종류,조직형태,방문객수합계,내국인,외국인,개최장소,개최방식
2023,서울특별시,-,서울뮤직페스티벌,10.20~10.22,서울시 문화예술과,2019,1180,0,1180.0,0.0,문화예술,지자체,11.0,10.0,1.0,난지한강공원,혼합형
2023,서울특별시,-,차 없는 잠수교 뚜벅뚜벅 축제,"-상반기:4.30.~7.2.  
매주 일요일(10회)
-하반기:9.3.~11.12. 매주 일요일(10회)
 * 10. 1.(일) : 추석연휴 제외",서울시 한강사업본부,2022,1368,0,1368.0,0.0,문화예술,지자체,520.0,520.0,0.0,"잠수교
(반포한강공원)",대면
2023,서울특별시,-,2023 한강페스티벌,"봄(5.12.~5.14.).
여름(7.28.~8.13.),
가을(10.14.~10.21.),
겨울(12.1.~12.25.)",서울시 한강사업본부,2013,954,0,954.0,0.0,문화예술,지자체,77.0,77.0,0.0,한강 수상 및 11개 한강공원 일대,대면
2023,서울특별시,용산구,제25회 서울드럼페스티벌,05.26.~05.27.,서울시 문화예술과,1999,560,0,560.0,0.0,문화예술,지자체,14.0,14.0,0.0,노들섬,대면
2023,서울특별시,송파구,"2023 석촌호수의 가을과 겨울, 그리고 루미나리에",10.27.~12.31.(예정),송파구,2016,95,0,95.0,0.0,문화예술,자치구,201.0,200.0,1.0,석촌호수,대면
2023,서울특별시,송파구,2023 커피 페스티벌,10.7.~10.8.(예정),"송파구, 한국경제신문",2017,0,0,0.0,0.0,문화예술,공동주최,101.0,100.0,1.0,잠실 롯데월드타워 잔디광장,대면
2023,서울특별시,"종로구, 중구",제4회 2023서울도시건축비엔날레,09.01.~10.29.,서울시 건축기획과,2017,6054,0,6054.0,0.0,문화예술,지자체,700.0,650.0,50.0,"열린송현녹지광장, 서울도시건축전시관, 서울시청(시민청)",대면
2023,서울특별시,중구,2023 제15회 서울건축문화제,09.01.~09.30.(예정),서울시 건축기획과,2009,297,0,297.0,0.0,문화예술,지자체,52.0,52.0,0.0,서울도시건축전시관 등,대면
2023,서울특별시,종로구,월간종로축제,09.~10.,종로구청 문화과,2023,200,0,200.0,0.0,문화예술,-,180.0,180.0,0.0,미정,대면
2023,서울특별시,종로구,종로한복축제,09.22.~09.23.,종로문화재단,2016,100,0,100.0,0.0,전통역사,재단법인,158.0,158.0,0.0,광화문광장,대면
2023,서울특별시,종로구,자문밖 문화축제,09.09.~09.11.,자문밖문화포럼,2023,100,0,60.0,0.0,문화예술,사단법인,3.0,3.0,0.0,자문밖 일대,혼합형
2023,서울특별시,종로구,인사동 엔틱 & 아트페어,08.~10.,(사)인사동전통문화보존회,2023,270,0,270.0,0.0,전통역사,사단법인,10.0,10.0,0.0,인사동 일대,대면
2023,서울특별시,종로구,국악대축제,09.17.,공모 예정,2006,40,0,40.0,0.0,전통역사,-,3.0,3.0,0.0,남인사마당(예정),대면
2023,서울특별시,종로구,종로음악이야기,09.24.,공모 예정,2021,40,0,40.0,0.0,전통역사,-,2.0,2.0,0.0,남인사마당(예정),대면
2023,서울특별시,종로구,종로 문화재 야행,09.26.~09.30.,종로구청 문화과,2022,160,10,150.0,0.0,전통역사,-,1.0,1.0,0.0,청와대 경내 및 서촌 일대,대면
2023,서울특별시,종로구,종로 역사문화 알리기 행사,05.16.~05.20.,종로구청 문화과,2023,200,0,200.0,0.0,전통역사,-,0.1,0.1,0.0,운현궁,대면
2023,서울특별시,종로구,2023 웰컴대학로 축제(가칭),미정,한국관광공사 한류관광팀,2017,0,0,0.0,0.0,문화예술,준정부기관,50.0,50.0,0.0,대학로 일원,혼합형
2023,서울특별시,종로구,2023 D.FESTA 대학로 거리공연축제,05.19.~05.21.,(사)한국소극장협회,2006,0,0,0.0,0.0,문화예술,사단법인,3.0,3.0,0.0,대학로 일원,혼합형
2023,서울특별시,종로구,2023 대학로 소나무길 거리예술제,미정,종로구청 문화과,2017,15,0,15.0,0.0,문화예술,-,2.0,2.0,0.0,대학로 일원,대면
2023,서울특별시,종로구,2023 아시테지 국제여름축제,07.15.~07.31.,(사)국제아동청소년연극협회 한국본부,1984,0,0,0.0,0.0,문화예술,사단법인,2.0,2.0,0.0,대학로 일원,대면
2023,서울특별시,종로구,제44회 서울연극제,04.30.~05.31.,(사)서울연극협회,1977,0,0,0.0,0.0,문화예술,사단법인,5.0,5.0,0.0,대학로 일원,대면
2023,서울특별시,종로구,제22회 종로구 인왕산 해맞이 축제,2023.1.1.(종료),청운효자동마을행사추진위원회,1999,15,0,15.0,0.0,전통역사,동직능단체,0.4,0.4,0.0,"인왕산 청운공원, 청와대 분수광장",대면
2023,서울특별시,종로구,인왕산 산신제 및 정월대보름 민속놀이 행사,2023.2.3.~2.4.(예정),청운효자동마을행사추진위원회,1999,7,0,0.0,7.0,전통역사,동직능단체,0.3,0.3,0.0,"인왕산 해맞이동산, 청와대 분수광장",대면
2023,서울특별시,종로구,봄맞이 축제,2023.4.(예정),청운효자동마을행사추진위원회,2008,8,0,0.0,8.0,기타(주민화합 등),동직능단체,0.4,0.4,0.0,필운대로,대면
2023,서울특별시,종로구,궁중과 사대부가 전통음식축제,10.13.,,2004,57,0,57.0,0.0,문화예술,,6.0,6.0,0.0,전통문화시설,대면
2023,서울특별시,종로구,정순왕후 문화제,04.21.,,2008,30,0,30.0,0.0,문화예술,,0.1,0.1,0.0,숭인공원(예정),대면
2023,서울특별시,종로구,돈화문로 축제,10.13.~10.14.,,2019,95,0,95.0,0.0,문화예술,,0.3,0.3,0.0,돈화문로 일대,대면
2023,서울특별시,종로구,북촌(공방)축제,10.14.,,2011,40,0,40.0,0.0,문화예술,,9.0,9.0,0.0,북촌 일대,대면
2023,서울특별시,종로구,2023 종로 책문화 주간,"2023. 9.~10. 예정
(기간중 일주일)","(주최) 교육과
(주관) 종로문화재단",2016,22,0,22.0,0.0,문화예술,재단법인,3.0,3.0,0.0,"종로구립도서관, 지역서점 등",혼합형
2023,서울특별시,종로구,부암마실축제(가칭),10월 27일~28일(안),부암마실축제준비위원회,2021,1600,0,1500.0,100.0,문화예술,,0.2,0.2,0.0,부암동일대,대면
2023,서울특별시,구로구,2023 구로G페스티벌,10월 중(3일간),구로구청,2003,868,0,868.0,0.0,기타(주민화합 등),지자체,101.0,100.0,1.0,안양천,대면
2023,서울특별시,강서구,제21회 허준축제,10.13.~10.15.,강서문화원,1999,515,0,515.0,0.0,전통역사,비영리특수법인,47.0,44.0,3.0,허준근린공원,대면
2023,서울특별시,강서구,제7회 겸재문화예술제,5.12.~5.13.,강서문화원,2015,71,0,71.0,0.0,전통역사,상설,3.0,3.0,0.0,궁산근린공원,대면
2023,서울특별시,서초구,2023 서리풀페스티벌,9.23.~9.24.,서초문화재단,2015,1000,0,1000.0,0.0,문화예술,재단법인,270.0,270.0,0.0,"반포대로
일대",대면
2023,서울특별시,서초구,봄밤의 클래식 축제,4.15.~4.16.,서초문화재단,2023,400,0,400.0,0.0,문화예술,재단법인,30.0,30.0,0.0,"양재천
일대",대면
2023,서울특별시,종로구,제5회 서울국악축제,9.30.~10.1.,서울시 문화예술과,2019,231,0,231.0,0.0,문화예술,지자체,200.0,200.0,0.0,창덕궁 앞 돈화문로,대면
2023,서울특별시,광진구,서울동화축제,5.5~5.6,광진구,2012,162,0,162.0,0.0,문화예술,지자체,150.0,150.0,0.0,서울어린이대공원,대면
2023,서울특별시,송파구,송파구 벚꽃축제,4.5.~4.9.,송파구,2008,300,0,300.0,0.0,문화예술,지자체,269.0,249.0,20.0,석촌호수 외,대면
2023,서울특별시,송파구,제23회 한성백제문화제,9.22.~9.24.,송파구,1994,1967,175,1172.0,620.0,전통역사,지자체,496.0,495.0,1.0,올림픽공원,대면
2023,서울특별시,"서초구, 영등포구",2023 한강달빛 야시장,"4.30.~6.4. / 
9.16~10.22.",오니트,2015,1889,0,1889.0,0.0,기타(주민화합 등),사단법인,5.4,0.4,5.0,"반포한강공원 / 
여의도한강공원",대면
2023,서울특별시,강북구,제20회 3.1독립운동 기념 행사,3.1.,강북구,2004,510,0,510.0,0.0,전통역사,-,57.0,57.0,0.0,봉황각,대면
2023,서울특별시,강북구,4.19혁명국민문화제,4.8.~4.19.,4.19혁명국민문화제위원회,2013,770,300,470.0,0.0,전통역사,-,3.3,0.3,3.0,국립4.19민주묘지 및 강북구일원,대면
2023,서울특별시,강북구,종교연합바자회,10.7.,관내 3종교연합,2000,16,0,16.0,0.0,기타(주민화합 등),-,0.0,0.0,0.0,미정,대면
2023,서울특별시,강북구,우이천 문화관광 행사(가칭),3.30.~4.2.,강북구,2023,235,0,235.0,0.0,문화예술,-,1.0,1.0,0.0,우이천 일대,대면
2023,서울특별시,강북구,강북구민 한마음 걷기대회,5월중,강북구,2016,23,0,23.0,0.0,기타(주민화합 등),-,1.0,1.0,0.0,우이동 만남의 광장~북한산 우이령 일대,대면
2023,서울특별시,강북구,제5회 산악문화제,9월 중,강북구,2017,61,0,61.0,0.0,생태자연,-,4.0,4.0,0.0,우이동 만남의 광장,대면
2023,서울특별시,강북구,2023년 강북구 한마음 체육대회,10월,강북구,1995,201,0,201.0,0.0,기타(주민화합 등),-,10.0,10.0,0.0,강북구민운동장,대면
2023,서울특별시,금천구,금천하모니축제,05.19.~05.21.,금천문화재단,2005,299,0,299.0,0.0,문화예술,재단법인,5.0,5.0,0.0,구청광장,대면
2023,서울특별시,금천구,정조대왕 능행차 공동행사 재현,10.14.,금천구청,2016,90,0,90.0,0.0,전통역사,직영,730.0,730.0,0.0,시흥5동,대면
2023,서울특별시,중랑구,2023 서울장미축제,5월중,중랑문화재단,2015,600,0,600.0,0.0,문화예술,재단법인,24.0,24.0,0.0,중랑장미공원,대면
2023,서울특별시,중랑구,2023 용마폭포문화예술축제,10월중,중랑문화재단,2016,123,0,123.0,0.0,문화예술,재단법인,15.0,15.0,0.0,용마폭포공원,대면
2023,서울특별시,도봉구,우이천 등 축제,4. 6. ~ 4. 9.,도봉구청,2016,240,0,170.0,70.0,문화예술,공공(구),4.0,4.0,0.0,우이천,대면
2023,서울특별시,도봉구,도봉산 페스티벌,9. 23. ~ 9. 24.,도봉구청,2017,116,0,116.0,0.0,문화예술,공공(구),10.0,10.0,0.0,"평화문화진지, 다락원 체육공원",대면
2023,서울특별시,도봉구,제11회 도봉구 등 축제,10. 19. ~ 10. 22.,도봉구청,2013,150,0,150.0,0.0,문화예술,공공(구),5.0,5.0,0.0,방학동 사계광장,대면
2023,서울특별시,도봉구,도봉옛길 문화제,5월 중,도봉문화원,2021,50,0,50.0,0.0,문화예술,법정법인,1.0,1.0,0.0,"도봉옛길
도봉구 일대",대면
2023,서울특별시,도봉구,제12회 정의공주와 함께하는 도봉한글잔치,10월 중,도봉문화원,2012,31,0,31.0,0.0,문화예술,법정법인,139.0,139.0,0.0,"원당샘 공원
도봉구 방학동 일대",대면
2023,서울특별시,노원구,노원 수제맥주축제,6.2.~6.3.,노원문화재단,2023,220,0,220.0,0.0,기타(주민화합 등),재단법인,123.0,123.0,0.0,노원불빛정원,대면
2023,서울특별시,노원구,노원달빛산책,10.13.~10.29.,노원문화재단,2018,600,0,600.0,0.0,문화예술,재단법인,10.1,10.0,0.1,당현천 일원,대면
2023,서울특별시,노원구,노원탈축제,10.7.~10.8.,노원문화재단,2013,700,0,700.0,0.0,문화예술,재단법인,6.0,6.0,0.0,노해로 일원,대면
2023,서울특별시,용산구,2023 서울비보이페스티벌,6.03,서울문화재단,2022,290,0,290.0,0.0,문화예술,재단법인,2.1,2.0,0.1,노들섬,대면
2023,서울특별시,용산구,"한강노들섬X오페라,발레",10월 중,서울문화재단,2022,870,0,870.0,0.0,문화예술,재단법인,18.2,18.0,0.2,노들섬,대면
2023,서울특별시,중구,제2회 서울생활예술축제,09.23.~09.24.,서울문화재단,2022,645,0,645.0,0.0,문화예술,재단법인,117.0,117.0,0.0,장충체육관,대면
2023,서울특별시,종로구,2023 서울서커스예술축제,05.05~05.07.,서울문화재단,2018,620,0,620.0,0.0,문화예술,재단법인,8.1,8.0,0.1,"열린송현녹지광장
(예정)",대면
2023,서울특별시,중구,"서울거리예술축제2023
(前 하이서울페스티벌)",10.7.~8.(예정),서울문화재단,2003,110,0,110.0,0.0,문화예술,재단법인,670.0,670.0,0.0,서울광장 일대,대면
2023,서울특별시,중구,제2회 서울융합예술페스티벌 언폴드엑스2023,"11.20~12.3
(예정)",서울문화재단,2010,879,0,879.0,0.0,문화예술,재단법인,273.0,273.0,0.0,"문화역서울
284",대면
2023,서울특별시,마포구,제22회 서울억새축제,10.14.~10.20.,"서부공원여가센터
공원여가과",2002,260,0,260.0,0.0,생태자연,지자체,155.0,155.0,0.0,하늘공원,대면
2023,서울특별시,-,서울대공원 벚꽃축제,4.8.~4.16.,서울대공원,2016,70,0,70.0,0.0,생태자연,지자체,2.0,2.0,0.0,서울대공원 일대,대면
2023,서울특별시,-,제23회 장미원축제,5.28.~6.6.,서울대공원,2001,80,0,80.0,0.0,생태자연,지자체,177.0,177.0,0.0,서울대공원 테마가든,대면
2023,서울특별시,-,제5회 호숫가영화제,9.23.~9.24.,서울대공원,2016,30,0,30.0,0.0,문화예술,지자체,18.0,18.0,0.0,서울대공원 호수광장,대면
2023,서울특별시,-,제8회 동물원 속 미술관,10.21.~10.29.,서울대공원,2016,200,0,200.0,0.0,문화예술,지자체,2.0,2.0,0.0,서울대공원 일대,대면
2023,서울특별시,서대문구,서대문독립페스타,8.14.~8.15.,서대문독립페스타추진위원회,2010,150,0,150.0,0.0,전통역사,축제조직위,2.0,1.0,1.0,서대문형무소역사관,대면
2023,서울특별시,서대문구,서대문 가을문화 주간,10.14.~10.21.,문화체육과 문화기획팀,2022,99,0,99.0,0.0,문화예술,지자체,2.0,2.0,0.0,관내 문화공간,대면
2023,서울특별시,서대문구,벚꽃음악회,4월 중 벚꽃개화기,문화체육과 문화기획팀,2011,75,0,75.0,0.0,문화예술,지자체,5230.0,5230.0,0.0,안산자락길 등,대면
2023,서울특별시,서대문구,서대문대학문화축제,10월 중,문화체육과 문화관광팀,2023,130,0,130.0,0.0,문화예술,지자체,1.0,1.0,0.0,서대문구 신촌 연세로 일대,대면
2023,서울특별시,서대문구,프랑스거리음악축제,6월 중,문화체육과 문화관광팀,2017,53,0,53.0,0.0,문화예술,지자체,3.0,3.0,0.0,미정,대면
2023,서울특별시,영등포구,제17회 영등포 여의도 봄꽃축제,4. 4. ~ 4. 9.(예정),영등포구청 문화체육과,2005,260,0,260.0,0.0,문화예술,지자체,3.0,3.0,0.0,여의서로 벚꽃길 및 한강공원 일대,대면
2023,서울특별시,영등포구,제22회 신길6동 벚꽃축제,3월말~4월초,신길6동 새마을지도자협의회,1992,7,0,7.0,0.0,문화예술,직능단체,3.0,3.0,0.0,"신길6동 벚꽃거리
(대방천로14길)",대면
2023,서울특별시,영등포구,제2회 영등포 지등축제,10월 초,영등포문화원,2022,6,0,6.0,0.0,문화예술,민간단체,2.0,2.0,0.0,안양천 벚꽃길,대면
2023,서울특별시,성동구,응봉산 개나리축제,3월말,성동문화재단,1998,35,0,35.0,0.0,"문화예술, 생태자연",재단법인,400.0,400.0,0.0,응봉산일대,대면
2023,서울특별시,성동구,두모포 페스티벌,7월초,성동문화재단,2019,150,0,150.0,0.0,"문화예술, 전통역사",재단법인,57.0,57.0,0.0,옥수역 하부 한강공원,대면
2023,서울특별시,성동구,태조이성계축제,9월중,성동문화재단,1999,124,0,124.0,0.0,"문화예술,전통역사",재단법인,1000.0,1000.0,0.0,살곶이체육공원,대면
2023,서울특별시,성동구,세계민속춤 축제,10월초,성동구,2015,24,0,24.0,0.0,문화예술,,1.0,1.0,0.0,왕십리광장,대면
2023,부산광역시,-,부산낙동강유채꽃축제,4월중,부산문화관광축제조직위원회,2011년도,180,0,180.0,0.0,생태자연,위원회,28.0,28.0,0.0,대저생태공원 일원,혼합형
2023,부산광역시,-,조선통신사축제,5.5.~5.7.,(재)부산문화재단,2003년도,470,0,470.0,0.0,전통역사,재단법인,80.0,77.0,3.0,용두산공원 일원,대면
2023,부산광역시,-,부산항축제,"5.27.~5.28.
(예정)",부산문화관광축제조직위,2008년도,600,0,300.0,300.0,기타,위원회,700.0,700.0,0.0,"부산항국제여객터미널, 
국립해양박물관 일원",혼합형
2023,부산광역시,-,부산원도심골목길축제,6월중,부산문화관광축제조직위,2015년도,164,0,150.0,14.0,전통역사,위원회,5.0,5.0,0.0,"원도심 4개구(중구, 서구, 동구, 영도구) 일원",대면
2023,부산광역시,-,부산국제록페스티벌,7월중,부산문화관광축제조직위,2000년도,2930,0,730.0,2200.0,문화예술,위원회,11.0,10.0,1.0,삼락생태공원,혼합형
2023,부산광역시,-,부산바다축제,8월중,부산문화관광축제조직위,1996년도,920,0,870.0,50.0,생태자연,위원회,690.0,690.0,0.0,"해운대, 광안리, 다대포 해수욕장",혼합형
2023,부산광역시,-,부산불꽃축제,10월중,부산문화관광축제조직위,2005년도,2700,0,1700.0,1000.0,문화예술,위원회,250.0,250.0,0.0,광안리해수욕장 일원,혼합형
2023,부산광역시,-,시민의 종 타종식,12.31.,부산문화관광축제조직위,-,120,0,120.0,0.0,문화예술,위원회,5.0,5.0,0.0,중구 용두산공원,혼합형
2023,부산광역시,-,해운대북극곰축제,12월중,부산일보사,1988년도,500,0,350.0,150.0,생태자연,사단법인,12.1,12.0,0.1,해운대해수욕장,혼합형
2023,부산광역시,중구,광복로 연등문화제,5월 중,(사)부산시중구불교연합회,2014년도,60,0,50.0,10.0,문화예술,사단법인,55.0,55.0,0.0,광복로 일원,취소
2023,부산광역시,중구,부산자갈치축제,10.14.~10.17.,(사)부산자갈치문화관광축제위원회,1992년도,340,0,310.0,30.0,지역특산물,사단법인,210.0,200.0,10.0,자갈치시장 일원 등,대면
2023,부산광역시,중구,"보수동책방골목
문화축제",10월중,보수동책방골목번영회,2004년도,11,0,10.0,1.0,문화예술,비영리법인,350.0,350.0,0.0,보수동책방골목 일원,혼합형
2023,부산광역시,중구,광복로 겨울빛 트리축제,"23년12월
~'24년1월",부산광역시 중구,2022년도,250,0,250.0,0.0,문화예술,지자체,903.0,853.0,50.0,광복로 일대,대면
2023,부산광역시,서구,부산고등어축제,10.27.~10.29.,부산서구문화원,2008년도,0,0,0.0,0.0,지역특산물,비영리법인,2.0,2.0,0.0,송도해수욕장,혼합형
2023,부산광역시,동구,일신여학교 3.1운동 재현행사,3.1.,부산동구문화원,-,0,0,0.0,0.0,문화예술,비영리법인,3787.0,3787.0,0.0,일신여학교,대면
2023,부산광역시,동구,차이나타운특구축제,10월중,차이나타운특구축제추진위원회,2004년도,165,0,165.0,0.0,문화예술,위원회,50.0,50.0,0.0,초량동 차이나타운 일대,혼합형
2023,부산광역시,영도구,영도다리축제,10.13.~10.15.,부산영도문화원,1993년도,414,0,413.5,0.0,문화예술,비영리법인,9.0,9.0,0.0,아미르공원,대면
2023,부산광역시,영도구,영도 커피페스티벌,11.3.~11.5.,부산광역시 영도구,2019년도,200,0,200.0,0.0,문화예술,공공(시군구),9.0,9.0,0.0,아미르공원,대면
2023,부산광역시,부산진구,"전포커피축제
(구. 전포카페거리축제)",10월중,부산광역시 부산진구,2017년도,100,0,100.0,0.0,기타,공공(시군구),23.2,23.0,0.2,전포카페거리 일원,혼합형
2023,부산광역시,부산진구,서면메디컬스트리트 축제,10월중,(사)서면메디컬스트리트 의료관광협의회,2011년도,95,0,65.0,30.0,기타,사단법인,11.0,10.0,1.0,"서면메디컬스트리트 일원, 온라인플랫폼",혼합형
2023,부산광역시,부산진구,희망 드림 빛 축제,"23년11월
~'24년2월",부산광역시 부산진구,2020년도,500,0,500.0,0.0,주민화합,공공(시군구),35.0,30.0,5.0,부산시민공원 일원,대면
2023,부산광역시,동래구,동래 3.1만세운동기념행사,3.29.,부산동래문화원,,0,0,0.0,0.0,문화예술,비영리법인,5.0,5.0,0.0,동래고등학교 등,대면
2023,부산광역시,동래구,동래읍성역사축제,10.13.~10.15.,"동래문화원, 동래읍성역사추진위원회",1995년도,584,0,584.0,0.0,전통역사,위원회,100.0,100.0,0.0,"동래읍성(북문), 
동래문화회관 등",대면
2023,부산광역시,남구,UN평화축제,"10월중
(2일간)",부산광역시 남구,1997년도,242,0,242.0,0.0,주민화합,공공(시군구),10.0,10.0,0.0,평화공원,대면
2023,부산광역시,북구,구포장터 3.1만세운동기념행사,3.29.,부산북구문화원,,0,0,0.0,0.0,문화예술,비영리법인,100.0,100.0,0.0,구포역 광장 등,대면
2023,부산광역시,북구,낙동강 구포나루 축제,10.13.~10.15.,부산광역시 북구,2011년도,470,0,470.0,0.0,기타,공공(시군구),100.0,100.0,0.0,화명생태공원,대면
2023,부산광역시,해운대구,해운대모래축제,5.19.~5.22.,부산광역시 해운대구,2005년도,673,0,673.0,0.0,생태자연,공공(시군구),5.0,5.0,0.0,해운대해수욕장 일원,대면
2023,부산광역시,해운대구,해운대 달맞이온천축제,2.3.~2.6.,(사)해운대지구발전협의회,1983년도,12,0,12.0,0.0,문화예술,사단법인,5.0,5.0,0.0,해운대해수욕장 일원,취소
2023,부산광역시,해운대구,해운대 해양레저축제,9월중,부산광역시 해운대구,2017년도,90,0,90.0,0.0,생태자연,공공(시군구),140.0,140.0,0.0,송정해수욕장 일원,대면
2023,부산광역시,해운대구,해운대 빛축제,12월중,부산광역시 해운대구,2014년도,0,0,0.0,0.0,문화예술,공공(시군구),70.0,70.0,0.0,해운대해수욕장 일원,대면
2023,부산광역시,해운대구,"해운대 카운트다운
&해맞이축제","23.12.31.
~24.1.1.",부산광역시 해운대구,2019년도,0,0,0.0,0.0,기타,공공(시군구),0.0,0.0,0.0,해운대해수욕장 일원,대면
2023,부산광역시,사하구,부산어묵축제,10월중,부산어묵축제추진위원회,2015년도,120,0,60.0,60.0,지역특산물,협동조합,19.0,18.0,1.0,다대포해수욕장 해변공원 일원 또는 장림항 일원,대면
2023,부산광역시,사하구,다대포 어항문화축제,11월중,다대포어항문화축제추진위원회,2010년도,80,0,40.0,40.0,전통역사,사단법인,11.0,10.0,1.0,다대포항 공판장 일원,대면
2023,부산광역시,사하구,감천문화마을골목축제,"10월중
(3일간)",(사)감천문화마을 주민협의회,2011년도,0,0,0.0,0.0,전통역사,사단법인,2.0,2.0,0.0,"감천문화마을
일원",대면
2023,부산광역시,금정구,금정산성축제,5월중,(재)금정문화재단,1996년도,400,0,400.0,0.0,문화예술,재단법인,800.0,800.0,0.0,금정산성일원,혼합형
2023,부산광역시,금정구,부산국제공연예술제,9월중,(재)금정문화재단,2017년도,150,0,0.0,150.0,문화예술,재단법인,33.0,33.0,0.0,부산대학로 및 금정구 일원,혼합형
2023,부산광역시,금정구,회동호 숲속 힐링 페스티벌,10월중,부산광역시 금정구,2023년도,50,0,50.0,0.0,문화예술,공공(시군구),29.0,29.0,0.0,회동호일원,혼합형
2023,부산광역시,금정구,라라라 페스티벌,10월중,부산광역시 금정구,2016년도,90,0,90.0,0.0,기타,공공(시군구),3374.0,3374.0,0.0,온천천,혼합형
2023,부산광역시,연제구,연제고분판타지축제,"3.31.~4.2.
(예정)",연제구축제추진위원회,2018년도,290,0,290.0,0.0,전통역사,위원회,45.0,45.0,0.0,"연산동 고분군,
온천천 시민공원",대면
2023,부산광역시,강서구,대저토마토축제,4.1.~4.2.,대저토마토축제 추진위원회,2001년도,290,0,40.0,250.0,지역특산물,위원회,200.0,200.0,0.0,강서체육공원,대면
2023,부산광역시,강서구,강서 낙동강30리 벚꽃축제,3.31.~4.2.,강서구축제추진위원회,2015년도,295,0,290.0,5.0,생태자연,위원회,130.0,130.0,0.0,대저생태공원,대면
2023,부산광역시,강서구,명지시장전어축제,8월중,명지시장전어축제추진위원회,2001년도,40,0,40.0,0.0,지역특산물,위원회,2.0,2.0,0.0,명지시장 일원,대면
2023,부산광역시,강서구,가덕도숭어축제,미정,숭어축제추진위원회(가칭),2022년도,35,0,20.0,15.0,지역특산물,위원회,0.3,0.3,0.0,미정,대면
2023,부산광역시,수영구,제21회 광안리어방축제,5.12.~5.14.,수영구축제위원회,2001년도,1075,30,1045.0,0.0,전통역사,위원회,10.0,0.0,10.0,"광안리해변 및 
수영사적공원 일원",대면
2023,부산광역시,사상구,사상강변축제,10월중,부산사상문화원,2001년도,280,0,280.0,0.0,주민화합,비영리법인,0.0,0.0,0.0,삼락생태공원,대면
2023,부산광역시,기장군,정월대보름 달집태우기축제,2.5.,기장군 철마면,2010년도,30,0,30.0,0.0,주민화합,기타,13.0,13.0,0.0,철마면 장전리 256 일원,대면
2023,부산광역시,기장군,기장멸치축제,4.28.~4.30.,기장멸치축제추진위원회,1997년도,120,0,120.0,0.0,지역특산물,위원회,10.0,10.0,0.0,대변항 일원,대면
2023,부산광역시,기장군,기장미역다시마축제,4월중,기장미역다시마축제추진위원회,2008년도,72,0,72.0,0.0,지역특산물,위원회,4.0,4.0,0.0,이동항 일원,대면
2023,부산광역시,기장군,기장 봉한꿀 홍보행사,5월중,기장양봉연구회,2013년도,3,0,3.0,0.0,지역특산물,위원회,85.0,85.0,0.0,철마면 일원,대면
2023,부산광역시,기장군,기장갯마을축제,7~8월중,기장갯마을축제추진위원회,1995년도,84,0,84.0,0.0,주민화합,위원회,5.0,5.0,0.0,일광 해수욕장 일원,대면
2023,부산광역시,기장군,기장붕장어축제,9~10월중,기장붕장어축제추진위원회,2004년도,80,0,80.0,0.0,지역특산물,위원회,35.0,35.0,0.0,칠암항 일원,대면
2023,부산광역시,기장군,정관 생태하천 학습문화축제,10월중,정관 생태하천 학습문화축제 추진위원회,2012년도,180,0,180.0,0.0,주민화합,위원회,0.0,0.0,0.0,정관읍 좌광천 일원,대면
2023,부산광역시,기장군,차성문화제,10월중,차성문화제추진위원회,1995년도,290,0,290.0,0.0,문화예술,위원회,0.0,0.0,0.0,기장읍 일원,대면
2023,부산광역시,기장군,철마 한우 불고기 축제,10월중,철마한우불고기축제추진위원회,2005년도,80,0,80.0,0.0,지역특산물,위원회,0.0,0.0,0.0,철마면 일원,대면
2023,대구광역시,-,형형색색 달구벌 관등놀이,미정,대구불교총연합회,2013,403,0,403.0,0.0,문화예술,사단법인,0.0,0.0,0.0,대구전역,혼합형
2023,대구광역시,-,대구포크페스티벌,10.6.~10.7.,대구포크페스티벌 조직위원회,2015,217,0,217.0,0.0,문화예술,사단법인,10.0,10.0,0.0,코오롱야외음악당,혼합형
2023,대구광역시,-,대구국제재즈축제,10.6.~10.8.,대구국제재즈축제 조직위원회,2005,210,0,210.0,0.0,문화예술,민간단체,5.0,5.0,0.0,수성못,대면
2023,대구광역시,-,대구생활문화제,5.13.~5.14.,대구문화예술진흥원,2014,136,0,136.0,0.0,문화예술,재단법인,5.0,5.0,0.0,생활문화센터 등 대구일원,혼합형
2023,대구광역시,-,파워풀대구페스티벌,5.13.~5.14.,(사)한국예총대구광역시연합회,2005,1800,0,1800.0,0.0,문화예술,비영리법인,55.0,50.0,5.0,국채보상로 일원,대면
2023,대구광역시,-,대구국제뮤지컬페스티벌,5.19.~6.5.,대구국제뮤지컬페스티벌,2007,2950,650,2300.0,0.0,문화예술,사단법인,30.0,30.0,0.0,오페라하우스 및 공연장,혼합형
2023,대구광역시,-,대구국제오페라축제,10.6.~11.11.,대구문화예술진흥원 대구오페라하우스,2003,2320,0,1500.0,820.0,문화예술,재단법인,5.0,4.0,1.0,대구오페라하우스 및 대구일원,대면
2023,대구광역시,-,대구콘텐츠페어,10.7.~10.8.,(주)엑스코,2022,320,0,320.0,0.0,기타(산업육성),주식회사,0.0,0.0,0.0,엑스코,혼합형
2023,대구광역시,-,팔공산 산중전통장터 승시 축제,10월중,대한불교조계종 동화사,2010,552,0,460.0,92.0,전통역사,비영리법인,180.0,180.0,0.0,동화사,대면
